10.4478775,2.3,1
6.02652741666667,3,1
8.426779,2.66666666666667,1
7.97572358333333,3,1
3.08022416666667,3.2,1
4.78474033333334,3.6,1
5.33382391666667,1.85,1
2.41477075,4,1
12.0532278416667,3.2,1
10.43288625,4.8,1
3.50638049166667,2.4,1
7.55915716666667,3,1
-8.96598364166667,2.3,1
5.72035666666667,2.4,1
-0.964245416666667,2.4,1
5.67973425,3.13333333333333,1
4.55944225,6,1
1.77129533333333,6,1
4.11224666666667,3.2,1
7.64443959166667,6,1
3.47924053333333,2.6,1
3.728748225,4,1
-0.104252305555556,4,1
0.665641852500001,3.13333333333333,1
4.48767966666667,3.2,1
4.65208733333333,3.2,1
5.12645166666667,1.6,2
0.0587861666666676,1.8,2
1.98268735,2.4,2
9.46550866666666,3.2,2
4.89831429,3,2
1.56184325,4,2
11.1546491666667,2.46666666666667,2
1.61345683333333,5,2
-2.94546966666667,2.6,2
4.40542558333333,2.4,2
-3.29757166666667,0.1,2
1.80778888888889,0.6,2
-1.07898016666667,2.4,2
0.161209777777779,1.8,2
6.65705,1.8,2
-1.31928058333333,2.15,2
1.49846941666667,1.55,2
8.89326066666667,1.33333333333333,2
10.78802525,2.4,2
7.05624125,2.4,2
