-14.3084636666667,2.3,1
-15.90447825,3,1
-13.759864,2.66666666666667,1
-12.5407535833333,3,1
-12.2808491666667,3.2,1
-21.9107395,3.6,1
-13.1359714166667,1.85,1
-10.3184790833333,4,1
-13.036988675,3.2,1
-15.5572304166667,4.8,1
-13.8870054916667,2.4,1
-12.1755071666667,3,1
-12.5938688583333,2.3,1
-10.180968,2.4,1
-7.99115458333333,2.4,1
-15.7774225833333,3.13333333333333,1
-12.1165305833333,6,1
-10.243227,6,1
-8.88251,3.2,1
-10.7865970916667,6,1
-7.2594771,2.6,1
-11.5491615583333,4,1
-4.57891525,4,1
-7.8212343525,3.13333333333333,1
-7.295438,3.2,1
-7.32134066666667,3.2,1
-11.6320066666667,1.6,2
-9.34737433333333,1.8,2
-13.94291485,2.4,2
-12.6659795,3.2,2
-11.53198429,3,2
-7.13586041666667,4,2
-17.1404658333333,2.46666666666667,2
-11.4335735,5,2
-12.2154195,2.6,2
-12.6324435,2.4,2
-8.01019458333333,0.1,2
-5.52769083333333,0.6,2
-6.0522865,2.4,2
-5.96970858333333,1.8,2
-14.4624533333333,1.8,2
-10.2108816666667,2.15,2
-12.9143045833333,1.55,2
-12.0157959166667,1.33333333333333,2
-12.9386210833333,2.4,2
-10.4461320833333,2.4,2
